child_age,monthly_income,monthly_expense,education_expense,saving_rate,education_rate,has_emergency_fund,has_education_fund,has_basic_insurance,cashflow_score,education_score,protection_score,financial_health_score
7,26656,22619,9215,0.15144807923169268,0.34570078031212487,1,1,0,67,66,71,68
12,40243,24262,11006,0.39711254131153245,0.273488557016127,0,0,0,85,41,38,58
10,32339,29746,11918,0.08018182380407557,0.36853334982528835,0,1,0,42,59,34,45
3,21053,17023,2039,0.1914216501211229,0.09685080511091056,0,1,1,74,72,68,72
13,27583,18923,6405,0.3139614980241453,0.23220824420838923,0,0,0,70,45,42,54
14,47073,26260,12669,0.4421430544048605,0.269135173029125,0,0,0,83,48,40,60
11,59869,33979,4623,0.43244416977066596,0.07721859393008068,1,0,1,100,52,100,86
5,24429,11639,8451,0.5235580662327561,0.3459412992754513,1,1,1,96,75,93,89
11,18508,9456,4851,0.4890858007348174,0.26210287443267777,0,1,1,97,77,73,84
3,48614,49952,12430,-0.027522935779816515,0.2556876619903731,0,1,0,47,66,35,49
12,26555,17234,7214,0.35100734324985877,0.2716625870834118,1,0,0,84,49,76,71
10,20557,10867,1021,0.47137228194775505,0.04966678017220411,1,1,1,100,83,99,95
9,32187,16394,13994,0.49066393264361385,0.4347718022804238,1,0,0,84,45,73,69
13,24302,20274,10745,0.16574767508847008,0.442144679450251,0,1,0,59,70,37,56
15,19822,17929,7079,0.09549994955100394,0.35712844314398146,1,0,1,68,40,96,68
11,22019,16053,9515,0.2709478177937236,0.43212679958217903,1,1,1,74,72,99,81
8,9422,9889,3868,-0.049564848227552534,0.4105285502016557,1,0,0,38,31,67,45
15,27680,15467,9846,0.44122109826589595,0.35570809248554913,1,0,0,97,46,82,77
7,10449,10688,3625,-0.022873002201167576,0.3469231505407216,0,0,1,38,33,69,46
13,47472,21736,21271,0.5421300977418267,0.4480746545331985,1,0,1,98,47,100,83
13,55944,50921,15101,0.08978621478621479,0.26993064493064495,0,0,1,54,39,65,53
11,36474,20685,12985,0.4328836979766409,0.3560070186982508,0,1,0,79,69,44,66
4,25449,24178,7546,0.04994302330150497,0.2965145978230972,1,0,0,59,39,69,56
7,19092,14320,5548,0.2499476220406453,0.29059291849989527,1,0,1,74,40,100,72
11,57175,42679,18483,0.2535373852208133,0.32327066025360734,1,0,0,62,44,66,58
14,48498,30713,2239,0.3667161532434327,0.04616685224132954,1,0,0,91,56,81,78
6,32949,31490,12127,0.04428055479680719,0.36805365868463386,0,1,1,57,62,61,59
3,10605,6798,2997,0.358981612446959,0.2826025459688826,1,1,1,90,83,97,90
9,9931,9014,4387,0.09233712617057697,0.44174806162521396,1,0,0,53,40,79,57
9,23752,20074,3002,0.1548501178848097,0.12638935668575277,1,1,1,75,78,100,83
5,28250,17143,7546,0.39316814159292035,0.2671150442477876,0,0,1,75,52,74,68
3,58163,47058,14067,0.19092894107938035,0.24185478740780222,1,1,1,87,78,96,87
5,20107,9477,4872,0.5286716069030686,0.24230367533694733,0,0,0,94,57,43,68
14,50570,35009,6528,0.3077120822622108,0.12908839232746688,1,1,1,85,69,100,85
10,24173,17882,7133,0.26024903818309686,0.29508128904149256,0,1,1,56,76,73,67
3,42121,22536,15298,0.46496996747465635,0.36319175708079104,1,0,0,90,55,74,75
3,20442,13968,7701,0.31670090989140004,0.37672439095978866,1,1,1,80,75,100,85
13,37602,19883,16905,0.4712249348438913,0.44957715015158767,0,0,0,78,37,38,54
14,18747,10460,1247,0.4420440603829946,0.06651730943617645,0,1,1,95,77,67,82
13,17836,10682,7617,0.4010989010989011,0.4270576362413097,0,0,0,73,47,42,56
5,21294,9639,4646,0.5473372781065089,0.21818352587583356,0,1,1,100,77,73,85
4,47401,40994,715,0.13516592476951964,0.015084069956330035,0,1,0,67,85,41,65
4,11213,5937,3915,0.4705252831534826,0.34914830999732455,0,0,1,90,54,67,72
12,31605,15396,2025,0.5128618889416232,0.06407214048410062,1,1,1,100,79,100,94
3,15163,15489,1218,-0.021499703224955483,0.08032711204906681,1,1,1,64,70,98,76
13,40619,34416,6395,0.1527117851251877,0.15743863709101652,0,1,0,64,77,34,59
13,21915,10046,3796,0.5415925165411818,0.1732146931325576,1,1,0,100,81,80,88
3,19510,11957,5915,0.38713480266529987,0.30317785750896975,1,1,1,96,77,100,92
8,38308,30802,2335,0.19593818523545994,0.060953325676098985,1,1,0,70,84,68,73
15,57252,45966,23610,0.19712848459442464,0.4123873401802557,1,0,1,68,31,100,66
7,19469,10599,6631,0.4555960758128307,0.34059273717191435,0,0,0,81,50,46,61
15,29452,17948,13107,0.3906016569333152,0.44502920005432567,0,0,0,76,43,45,57
4,29842,28726,1255,0.03739695730849139,0.04205482206286442,0,1,0,58,78,32,56
8,58645,55298,22491,0.05707221417000597,0.3835109557507034,0,1,0,43,76,28,49
11,28872,21873,2819,0.24241479634247715,0.0976378498198947,1,0,0,71,45,65,61
13,11306,5954,3642,0.47337696798160267,0.32212984256147176,0,0,1,85,56,75,73
8,28476,23703,3746,0.16761483354403708,0.13154937491220678,0,1,0,67,70,42,60
6,17418,17945,2613,-0.030256056952577794,0.15001722356183259,1,1,0,60,69,66,65
10,19193,13260,6790,0.3091231178033658,0.3537748137341739,1,0,0,74,39,66,61
10,34267,34770,7273,-0.014678845536522019,0.21224501707181836,0,0,0,53,33,38,43
9,45172,46126,11713,-0.02111927742849553,0.2592977950943062,0,0,0,51,43,36,44
4,37177,22501,5546,0.3947602011996665,0.14917825537294563,1,0,0,95,56,74,77
6,17104,17211,6684,-0.006255846585594013,0.3907857811038354,0,0,0,40,40,27,36
13,27958,26826,12260,0.04048930538665141,0.4385149152299878,1,0,0,53,29,61,48
12,33838,25651,12161,0.24194692357704356,0.3593888527690762,1,1,1,74,66,100,80
8,35343,20959,5226,0.40698299521828935,0.1478652066887361,0,0,0,88,43,40,60
15,53573,43912,14449,0.1803333768876113,0.2697067552685121,0,1,1,66,64,70,66
14,23515,22248,8720,0.053880501807357005,0.3708271316181161,1,1,1,58,80,99,77
15,59044,44881,15735,0.23987195989431612,0.266496172346047,0,0,0,65,44,37,50
8,43063,44888,853,-0.04237976917539419,0.0198081880036226,1,1,1,64,69,100,76
7,55642,42106,2512,0.24326947270047805,0.045145753208008337,1,0,0,84,50,65,68
7,24839,11409,2327,0.5406819920286646,0.09368332058456459,0,0,1,100,60,67,78
3,30468,16475,2876,0.4592687409741368,0.0943941184193252,0,1,1,98,81,63,82
8,11560,10463,2665,0.0948961937716263,0.2305363321799308,0,0,0,54,39,41,46
13,54242,37189,16051,0.3143873750967885,0.2959146049186977,1,0,1,82,36,100,74
7,14440,10681,5860,0.2603185595567867,0.40581717451523547,1,1,0,76,68,73,73
11,8693,3980,3906,0.5421603589094673,0.4493270447486483,0,0,1,89,47,77,73
4,13661,8275,3579,0.39426103506331894,0.26198667740282555,0,0,0,75,55,34,57
15,58470,47505,8932,0.1875320677270395,0.15276210022233624,0,0,1,73,38,73,63
10,12548,9674,2143,0.22904048453936882,0.17078418871533313,1,0,1,73,46,94,71
7,14769,7217,1097,0.5113413230415058,0.07427720224795178,0,1,1,92,78,68,81
9,45659,20667,17388,0.5473619658774831,0.3808230578856304,1,1,1,97,76,100,92
4,45174,37868,12261,0.16173019878691283,0.27141718687740735,1,1,1,73,77,97,81
11,10577,7906,2064,0.25252907251583623,0.19514039897891652,1,1,0,79,65,73,73
6,9662,9204,1476,0.04740219416269923,0.15276340302214864,1,1,0,69,71,61,67
8,59627,29637,13787,0.5029600684253778,0.23122075569792208,0,0,1,95,51,76,76
3,38881,37758,2000,0.028883001980401737,0.05143900619840025,0,0,0,48,44,40,44
4,15482,15111,5374,0.023963312233561556,0.3471127761271154,0,0,0,42,40,41,41
8,12143,6453,2743,0.4685827225562052,0.2258914601004694,0,1,0,91,74,50,73
15,18338,8508,7705,0.5360453702693859,0.4201657759842949,1,0,0,98,37,80,74
5,21510,12023,4939,0.44105067410506743,0.2296141329614133,1,1,0,100,80,79,88
8,35445,16099,9637,0.5458033573141486,0.2718860205952885,0,0,0,99,53,39,67
10,40605,24049,5735,0.40773303780322623,0.14123876369905183,0,0,1,85,45,71,69
6,55277,54025,19921,0.022649564918501366,0.3603849702407873,1,1,0,50,64,66,59
6,12818,9626,5293,0.24902480886253706,0.41293493524730845,1,0,1,73,33,98,68
14,45268,22324,9694,0.5068481046213661,0.2141468587081382,0,0,1,94,36,77,72
13,48077,27202,19443,0.43419930528111156,0.4044137529379953,0,0,1,88,48,79,73
6,24241,16270,7614,0.32882306835526587,0.3140959531372468,0,0,0,71,48,35,53
14,14422,13901,4557,0.036125364027180695,0.3159755928442657,0,0,0,50,30,30,38
12,56974,27237,15404,0.5219398322041633,0.27036894021834523,1,0,1,100,47,100,84
15,25680,22992,10535,0.10467289719626169,0.4102414330218069,0,0,1,56,30,65,51
11,54194,26582,18874,0.5095028969996679,0.3482673358674392,0,0,1,88,47,89,76
6,57359,40585,11000,0.29243885004968706,0.19177461252811243,1,1,1,83,74,100,86
14,42858,41512,17960,0.03140603854589575,0.41905828550095664,1,1,1,55,65,91,69
10,17863,11384,4765,0.36270503274925825,0.2667525051783015,0,1,1,89,72,69,78
7,20390,10206,861,0.4994605198626778,0.04222658165767533,0,1,1,100,90,76,90
11,37180,31738,5482,0.14636901559978482,0.14744486282947822,0,1,0,65,71,41,60
7,37879,22496,5768,0.40610892579001556,0.15227434726365532,1,0,0,100,54,71,78
7,32226,20546,3861,0.3624402656240303,0.1198100912306833,0,1,1,80,81,72,78
7,57424,35479,19021,0.3821572861521315,0.33123780997492336,1,1,0,77,74,78,76
4,29388,15027,10463,0.48866884442629643,0.3560296719749558,0,0,1,85,60,71,73
12,47654,38206,2336,0.19826247534309815,0.04902001930582952,1,1,0,81,73,68,75
10,44767,23015,7567,0.48589362700203276,0.1690307592646369,1,1,1,93,89,100,94
6,27872,28094,9106,-0.007964982778415614,0.32670780711825487,1,0,1,49,45,99,63
15,16973,10901,2023,0.3577446532728451,0.11918930065397985,1,1,1,97,73,100,91
13,51641,52489,9926,-0.016421060785035146,0.19221161480219207,1,0,1,69,35,98,67
10,45065,34568,8951,0.23293021191612115,0.19862420947520248,1,0,1,80,51,95,76
14,16879,13450,1837,0.2031518454884768,0.10883346169796788,0,1,1,65,68,72,68
11,20701,19604,3502,0.05299260905270277,0.1691705714699773,0,0,1,60,47,58,55
5,8845,5101,2622,0.42328999434708875,0.29643866591294515,1,1,1,83,75,100,86
15,44612,40175,17724,0.09945754505514211,0.3972922083744284,0,1,1,49,55,60,54
4,22572,12265,2832,0.4566276803118908,0.12546517809675706,0,1,0,87,82,45,73
10,15793,11251,854,0.28759577027797123,0.0540745900082315,0,1,0,88,84,44,73
8,9917,5205,1096,0.4751436926489866,0.11051729353635172,1,1,1,98,85,100,95
12,58019,27024,17828,0.534221548113549,0.30727865009738187,0,0,1,82,56,75,72
13,15033,9727,3406,0.352956828311049,0.2265682165901683,1,1,0,85,77,72,79
10,57956,49754,23592,0.14152115397888054,0.4070674304644903,1,0,0,59,37,68,55
7,36046,22406,14537,0.37840537091494203,0.4032902402485713,0,1,1,77,74,69,73
4,56590,36522,2620,0.3546209577663898,0.04629793249690758,1,0,1,94,52,100,83
12,25889,24041,11048,0.07138166788983738,0.42674494959249104,1,1,1,53,58,100,68
3,19737,15150,5856,0.23240614075087399,0.2967016263869889,0,1,0,71,74,38,62
10,40129,34599,9074,0.13780557701412943,0.22612076054723518,1,0,0,61,50,75,62
14,18757,16492,4028,0.12075491816388548,0.21474649464200032,0,1,1,62,71,71,67
10,44847,25302,17103,0.43581510468927687,0.3813633018931032,0,1,1,81,79,78,79
3,46696,22491,4700,0.5183527497001884,0.1006510193592599,1,1,0,100,82,82,89
3,51335,31102,8613,0.39413655400798675,0.16778026687445213,0,1,0,80,74,38,66
12,41735,32580,9236,0.2193602491913262,0.2213010662513478,0,1,0,73,69,41,62
13,21494,15176,8638,0.2939424955801619,0.40187959430538756,1,0,1,76,40,100,72
3,27485,25541,4200,0.07072948881207931,0.15281062397671458,0,0,1,55,44,65,55
7,41072,28309,14685,0.31074698091156994,0.3575428515777172,1,0,1,79,45,100,75
12,40715,25299,15812,0.37863195382537146,0.38835809898071966,1,1,0,82,69,75,76
9,34886,26139,14593,0.25073095224445335,0.4183053373846242,0,0,1,63,34,66,55
5,20577,9712,4523,0.5280167176945133,0.2198085240802838,1,1,1,100,84,100,95
7,59751,45091,22083,0.24535154223360278,0.3695837726565246,0,0,1,72,43,82,66
9,55463,34169,8234,0.3839316300957395,0.14845933324919316,0,0,1,86,56,61,70
14,33555,22830,7428,0.3196244970943228,0.22136790344210996,0,0,0,74,45,37,54
13,24144,15414,2874,0.3615805168986084,0.11903578528827037,1,1,1,100,79,100,94
14,31780,18300,9263,0.42416614222781623,0.29147262429200754,0,1,1,88,76,71,79
15,58249,52838,1610,0.0928942986145685,0.02763995948428299,1,0,1,74,50,100,74
11,12349,8439,3947,0.31662482792128915,0.3196210219450968,1,1,0,85,69,68,75
12,13389,6932,1792,0.48226155799536935,0.13384121293599224,0,0,1,99,51,66,75
8,26467,15164,1882,0.4270601125930404,0.07110741678316394,1,1,0,95,89,75,87
6,13831,13799,2124,0.002313643265129058,0.1535680717229412,1,0,0,56,40,60,53
10,52145,39657,4383,0.23948604851855404,0.08405407996931633,0,0,0,65,48,35,51
7,55625,37441,14207,0.3269033707865169,0.2554067415730337,0,1,0,70,71,41,62
10,16729,12824,6177,0.23342698308326856,0.3692390459680794,1,0,1,81,42,95,73
6,38863,29097,1991,0.25129300362812956,0.051231248230965185,0,1,1,76,80,65,74
8,38676,21726,3437,0.4382562829661806,0.08886648050470576,1,1,0,94,91,79,89
8,36186,25553,15291,0.2938429226772785,0.42256673851765875,1,1,1,77,77,100,84
13,49723,48531,14917,0.02397280936387587,0.30000201114172514,0,0,0,46,35,42,42
10,31364,32491,8449,-0.03593291671980615,0.2693852824894784,1,1,0,54,61,68,61
3,42472,44240,6416,-0.04162742512714259,0.15106423055189303,1,0,0,61,46,64,58
4,29203,18179,973,0.37749546279491836,0.033318494675204605,0,1,1,81,88,78,82
15,45300,24622,7426,0.45646799116997794,0.16392935982339957,0,1,1,100,75,67,83
6,58520,52477,3422,0.10326384142173615,0.058475734791524264,0,0,0,60,42,46,51
7,52889,43575,4802,0.1761046720490083,0.09079392690351491,1,0,1,79,54,100,78
15,35691,28126,10557,0.21195819674427727,0.29578885433302515,0,1,1,59,70,76,68
13,42385,21824,10025,0.48510086115371004,0.23652235460658252,1,1,0,100,73,75,84
3,44109,22356,1977,0.4931646602734136,0.04482078487383527,0,1,1,89,85,70,82
11,9066,5012,3533,0.4471652327377013,0.3896977718949923,1,0,0,85,42,78,70
15,25371,17008,3566,0.3296283157936226,0.14055417602774822,0,0,0,83,44,36,57
10,38157,39839,13774,-0.04408103362423671,0.3609822575150038,1,1,1,58,67,89,70
5,50581,30683,14779,0.39338882188964236,0.2921848124789941,0,0,1,85,49,70,70
3,37459,36032,4475,0.03809498384900825,0.11946394724899223,0,1,1,62,77,66,68
10,34193,31314,8910,0.08419852016494604,0.2605796508057205,1,0,0,61,41,74,59
10,15663,15154,5601,0.03249696737534317,0.35759433058800993,1,1,1,51,63,95,68
13,30226,28951,2648,0.0421822272215973,0.0876066962217958,1,1,1,76,78,99,84
14,13648,11605,4455,0.14969226260257915,0.32642145369284875,0,0,0,50,37,36,42
13,18394,11139,7282,0.3944220941611395,0.3958899641187344,0,0,1,77,39,68,63
8,58421,29347,25734,0.49766351140856885,0.44049228873179164,1,0,0,89,53,66,71
15,14676,7291,4655,0.5032025074952303,0.31718451894249117,0,0,0,83,43,45,59
13,31837,25290,13921,0.20564123504099005,0.43725853566604894,0,0,0,56,41,42,47
11,19223,10046,2679,0.47739686833480727,0.1393643031784841,1,1,1,100,86,100,96
9,35093,29203,15213,0.16783974011911207,0.43350525745875246,1,1,0,60,73,64,65
9,58618,37147,14723,0.3662868061005152,0.25116858302910366,0,1,0,81,82,43,70
7,35479,29137,15012,0.1787536289072409,0.4231235378674709,1,1,1,70,73,94,78
15,48513,43195,14988,0.1096201018283759,0.30894811699956715,1,1,0,62,63,64,63
7,42166,30138,5743,0.285253521794811,0.13619978181473225,0,0,1,69,47,68,62
13,16175,14630,2940,0.0955177743431221,0.18176197836166924,0,1,1,70,68,65,68
15,54848,33854,23907,0.3827669194865811,0.43587733372228704,1,0,0,77,44,72,65
8,52356,40804,13697,0.2206432882573153,0.2616128046451219,1,1,1,80,68,100,82
14,41632,36072,4368,0.1335511145272867,0.10491929285165258,0,1,1,73,63,63,67
4,32344,24545,6635,0.24112663863467723,0.2051385110066782,1,1,1,85,81,98,88
14,40033,18082,4508,0.5483226338270927,0.11260709914320685,1,0,0,100,56,80,81
14,47695,25813,5039,0.4587902295838138,0.10565048747248139,1,1,1,91,67,100,87
9,30216,31324,1250,-0.03666931427058512,0.041368811225840615,1,1,0,69,74,71,71
4,50199,40917,3290,0.18490408175461662,0.06553915416641766,0,0,0,73,56,35,56
14,45981,35247,3273,0.23344424871142427,0.07118157499836889,1,1,0,79,70,62,71
9,24854,12675,2378,0.49002172688500845,0.09567876398165286,0,0,1,93,50,71,74
12,29318,19139,945,0.3471928508083771,0.03223275803260795,0,1,1,92,73,71,80
11,57308,58845,13117,-0.026819990228240387,0.22888601940392267,0,1,0,41,80,35,51
15,44353,41308,4614,0.06865375510112055,0.10402903974928415,1,1,1,59,71,91,72
10,10738,4840,4306,0.5492642950270069,0.4010057738871298,1,0,0,93,55,79,78
5,56443,29982,10351,0.4688092411813688,0.18338855128182413,0,1,0,99,76,36,73
8,30389,20576,8033,0.32291289611372537,0.26433907005824475,1,0,0,79,51,77,70
15,50539,44082,3040,0.12776271790102692,0.06015156611725598,0,1,0,57,72,25,52
14,8552,4870,2395,0.4305425631431244,0.28005144995322734,1,0,1,100,47,100,84
15,55042,39261,8176,0.28670833181933797,0.14854111405835543,1,1,0,84,63,72,74
11,20698,20124,3375,0.027732148033626437,0.16305923277611364,0,0,0,54,44,34,45
13,11398,7775,4043,0.3178627829443762,0.35471135286892436,1,1,0,81,65,76,75
7,35529,33434,7854,0.05896591516789102,0.22105885333108166,1,0,1,61,43,97,67
6,20902,12099,5894,0.4211558702516506,0.28198258539852644,1,0,0,82,46,79,70
6,12778,12104,5414,0.052746908749413055,0.4236969791829707,1,0,1,57,28,100,61
7,48025,42129,14650,0.1227693909422176,0.3050494534096825,0,0,0,55,41,40,47
12,59607,27518,15357,0.5383428120858288,0.2576375257939504,1,1,1,100,83,100,95
4,8805,8837,3421,-0.003634298693923907,0.38852924474730266,0,0,0,43,35,34,38
15,10888,5394,1545,0.5045922116091109,0.1418993387215283,1,1,1,91,78,100,90
8,8529,8078,2902,0.052878414820025796,0.3402509086645562,0,0,0,48,46,33,43
6,59463,31240,11691,0.47463128331903875,0.19660965642500378,0,1,1,94,83,67,82
15,10765,8906,2297,0.17268927078495122,0.21337668369716675,0,0,0,62,37,36,47
3,31777,14623,1708,0.5398244012965352,0.053749567297101675,1,0,0,100,70,71,83
6,25170,23103,3355,0.08212157330154947,0.13329360349622565,1,0,0,62,42,72,59
13,59603,34093,11588,0.42799859067496604,0.19441974397261882,0,1,1,77,71,69,73
13,24026,11567,10593,0.5185632231748939,0.440897361192042,0,1,0,82,78,36,67
13,48297,23858,5986,0.5060148663478062,0.12394144563844545,1,1,1,100,83,100,95
10,25585,21035,7069,0.17783857729138167,0.27629470392808286,0,0,0,67,42,37,50
5,32517,22972,9520,0.2935387643386536,0.29276993572592797,0,0,0,66,47,39,52
8,40606,28660,9446,0.2941929764074275,0.23262572033689602,1,0,0,79,45,72,67
7,22925,11928,2442,0.47969465648854964,0.10652126499454743,0,1,0,93,85,51,78
7,20493,20782,2758,-0.014102376421217,0.13458254037964182,1,0,1,58,54,100,69
14,57095,39446,16046,0.3091163849724144,0.2810403713109729,0,1,1,74,75,76,75
10,37489,35169,993,0.06188481954706714,0.0264877697457921,1,0,0,61,46,66,58
9,52942,48485,13717,0.0841864682104945,0.25909485852442293,1,1,0,62,71,62,65
10,15119,12190,5165,0.19372974403068985,0.3416231232224353,1,1,0,59,73,69,66
7,51225,40234,2793,0.21456320156173744,0.05452415812591508,1,0,1,84,55,97,79
11,35421,31610,12675,0.10759154174077525,0.357838570339629,0,1,0,48,66,36,50
7,46501,27576,16965,0.40698049504311734,0.3648308638523903,1,1,0,79,82,72,78
14,13970,11003,5794,0.21238367931281318,0.4147458840372226,1,1,1,65,70,93,75
9,38004,29705,6511,0.21837175034206927,0.1713240711504052,0,1,0,62,81,33,59
15,44229,23875,12582,0.46019579913631325,0.28447398765515836,0,0,1,87,47,70,70
6,33996,16535,675,0.5136192493234498,0.01985527709142252,1,0,0,100,57,75,80
10,17191,15448,7220,0.10139026234657669,0.4199872026060148,1,0,0,64,37,71,58
13,58042,26852,22696,0.5373694910581992,0.3910271872092623,1,0,1,97,39,100,81
4,33599,25222,7774,0.24932289651477724,0.2313759338075538,0,0,0,78,53,36,58
9,9831,4542,1880,0.5379920659139457,0.19123181771945885,0,0,0,100,57,44,70
8,44834,40713,6711,0.09191684882009189,0.1496855065352188,0,1,1,57,71,65,64
9,21943,17390,4106,0.2074921387230552,0.18712117759650002,0,1,1,67,74,77,72
12,19236,12783,8356,0.3354647535870243,0.43439384487419425,0,1,1,75,81,60,72
10,12424,8335,644,0.32912105602060526,0.05183515775917579,1,1,0,89,83,68,81
6,48616,24478,2463,0.49650320882014154,0.05066233338818496,0,1,1,97,94,70,88
13,59574,29403,17567,0.5064457649310101,0.29487695974754086,1,1,0,87,74,77,80
9,42175,29517,6514,0.30013040901007704,0.15445168938944873,1,0,0,76,46,63,63
15,21393,13497,8813,0.36909269387182725,0.4119571822558781,0,1,1,70,65,68,68
10,49654,28943,9408,0.4171063761227696,0.1894711402908124,1,0,1,95,51,100,83
15,39588,18463,12998,0.5336212993836517,0.32833181772254216,1,0,1,100,48,100,84
9,44840,40036,16256,0.1071364852809991,0.3625334522747547,0,1,0,54,67,35,52
14,32454,27188,8520,0.1622604301472854,0.26252542059530415,1,0,1,75,43,98,72
9,35789,24191,4470,0.32406605381541814,0.12489871189471626,1,0,1,94,56,98,84
13,17657,12111,2526,0.314096392365634,0.14305940986577562,0,0,0,83,52,47,63
11,20374,16097,3216,0.20992441346814567,0.15784823795032885,1,1,1,79,82,100,86
14,13824,8010,5711,0.4205729166666667,0.41312210648148145,1,0,1,87,46,100,78
5,19560,14940,3553,0.2361963190184049,0.18164621676891615,0,0,1,70,36,66,59
12,15156,9541,1153,0.3704803378200053,0.0760754816574294,1,0,1,95,38,100,80
15,25421,19400,8253,0.23685142205263365,0.32465284607214506,1,1,1,66,64,99,75
4,8202,7433,3360,0.09375762009266032,0.40965618141916604,1,0,0,63,34,73,57
12,52969,45426,16071,0.14240404765051257,0.3034038777398101,1,0,0,63,44,68,59
9,56444,30731,11914,0.4555488625894692,0.21107646516901707,1,1,0,97,78,74,84
14,41071,19521,4689,0.5247011273161111,0.1141681478415427,1,0,1,100,50,100,85
13,53869,27171,3956,0.49560971987599545,0.0734374129833485,1,0,0,100,50,80,79
13,16067,9454,4878,0.41158897118317045,0.3036036596751105,1,0,1,97,47,100,83
9,50855,43924,18912,0.13628945039819093,0.37188083767574476,1,0,0,59,37,70,55
4,45541,32543,4675,0.2854131441997321,0.10265475066423663,1,1,0,80,74,68,75
15,52518,54235,4638,-0.032693552686697894,0.08831257854449903,0,0,1,45,33,66,48
7,17559,8463,5406,0.5180249444729199,0.30787630275072614,1,1,0,83,82,71,79
9,11854,11971,3229,-0.009870086046903998,0.27239750295258985,0,0,0,46,44,35,42
13,18432,8647,4988,0.5308702256944444,0.2706163194444444,1,1,1,100,77,100,93
11,33806,18400,2644,0.45571791989587646,0.07821096846713602,1,0,1,100,43,100,83
6,57045,38492,24594,0.32523446401963363,0.43113331580331316,0,1,0,64,77,39,60
6,33994,31308,5459,0.07901394363711244,0.16058716244043067,0,1,0,58,74,36,56
11,22741,10610,10114,0.5334418011521042,0.44474737258695746,1,1,0,96,76,74,83
4,29314,15271,12194,0.47905437674831136,0.41597871324281915,0,1,0,76,83,44,68
13,16132,10658,5895,0.3393255640962063,0.365422762211753,0,0,0,63,41,42,50
4,44863,28601,1647,0.3624813320553686,0.036711766934890665,0,0,1,86,41,78,70
15,27228,23051,9250,0.1534082562068459,0.3397238137211694,1,0,1,72,42,100,71
4,51425,50003,1965,0.02765192027224113,0.03821098687408848,0,0,0,53,46,28,44
9,12873,10296,2588,0.20018643672803543,0.20104093839819778,1,1,0,72,71,74,72
4,49259,46174,9327,0.06262814917070993,0.1893461093404251,0,1,0,53,79,29,53
4,29584,16227,6444,0.451494050838291,0.21782044348296375,1,1,0,98,74,80,85
4,59297,34776,6258,0.413528509030811,0.10553653641836855,1,1,0,95,88,82,89
5,28840,25743,3460,0.10738557558945909,0.11997226074895978,1,1,1,73,79,100,83
12,56196,42810,2232,0.23820200726030322,0.03971812940422806,1,0,1,88,47,90,76
6,28000,15448,5507,0.4482857142857143,0.19667857142857142,1,1,0,95,78,74,84
7,44317,36091,850,0.18561725748584065,0.019179998646117743,1,0,1,82,53,92,76
11,57130,48321,8502,0.15419219324347977,0.14881848415893575,0,1,0,76,73,40,64
9,40473,30634,6086,0.24310033849726978,0.15037185284016505,1,0,1,87,50,96,79
7,25350,14897,536,0.4123471400394477,0.021143984220907297,1,0,1,100,47,100,84
8,55345,37105,13674,0.3295690667630319,0.24706838919504923,1,0,0,82,51,63,67
3,18199,18947,2549,-0.041101159404362875,0.1400626408044398,0,1,1,49,77,67,63
5,31182,28251,595,0.09399653646334424,0.01908152139054583,1,0,0,67,51,63,61
13,25419,13384,7399,0.4734647311066525,0.29108147448758803,1,1,0,87,82,73,81
4,59951,28363,4632,0.5268969658554487,0.07726309819686077,0,1,0,100,87,42,79
10,13414,12269,4013,0.08535858058744596,0.2991650514387953,0,0,0,43,30,27,34
15,14754,14869,5506,-0.0077944964077538295,0.3731869323573268,0,0,0,39,37,36,37
3,32926,28162,9101,0.1446880884407459,0.27640770211990523,1,0,0,63,44,67,58
7,31004,27650,4546,0.10817958973035738,0.1466262417752548,1,0,0,70,42,64,60
10,31827,25275,5486,0.20586294655481197,0.1723693719169259,0,0,0,73,42,48,56
12,42659,39011,12676,0.08551536604233573,0.29714714362737055,0,1,0,53,58,37,50
13,20480,12376,7803,0.395703125,0.381005859375,0,0,1,76,48,68,65
9,44077,43151,8774,0.0210086893391111,0.1990607346234998,1,1,1,63,69,100,76
15,9433,5611,2954,0.4051733276794233,0.31315594190607443,1,0,1,81,50,100,78
13,42895,36127,2957,0.1577806271127171,0.06893577340016319,0,1,1,71,72,68,71
15,41606,33645,17009,0.1913425948180551,0.40881122914964185,1,1,0,63,59,70,64
13,17708,12518,1589,0.29308786988931557,0.08973345380618929,1,0,0,75,51,67,65
7,19582,13005,756,0.33586967623327546,0.03860688387294454,0,1,1,95,83,67,83
12,49274,48640,13458,0.012866826318139384,0.273125786418801,0,1,0,50,60,35,48
5,20377,18502,8536,0.0920155076802277,0.41890366589782596,0,1,0,34,76,33,47
9,24072,18287,7094,0.24032070455300764,0.29469923562645395,0,0,0,67,52,33,52
4,25541,13829,10779,0.4585568301945891,0.42202732860890335,0,0,0,81,46,37,57
7,49122,39917,4532,0.18739057855950492,0.09226008713000285,0,0,0,68,54,34,54
8,50949,32326,7901,0.3655223851302283,0.15507664527272372,1,0,1,89,48,100,80
11,29944,19416,11631,0.35158963398343573,0.38842506011220945,1,0,1,85,50,100,79
7,54616,29581,571,0.45838215907426394,0.010454811776768713,0,0,1,92,59,70,76
5,13927,11559,1544,0.17002943921878366,0.1108637897608961,0,1,1,67,78,71,72
